"","w","n_imperv","n_perv","s_imperv","s_perv","k_sat","per_routed","cmelt","Tb","A1","B1"
"2454",1364.85182866454,0.116,0.183,3.018,1.085,6.202,61.3,2.038,2.705,0.00428,1.175
"2455",1305.91804487631,0.085,0.04,3.595,6.363,4.761,29.3,3.21,-2.013,0.00625,2.535
"2456",1301.29893729463,0.195,0.166,1.265,7.849,4.555,40.3,0.061,1.226,0.00879,2.514
"2457",1408.05723541416,0.086,0.044,8.233,6.022,0.864,97.5,0.741,0.792,0.0078,1.456
"2458",661.258509149775,0.094,0.112,1.445,1.817,0.247,49.8,3.855,-2.206,0.00846,2.831
"2459",1421.31823697127,0.02,0.119,3.386,7.866,6.664,29.5,3.757,-1.768,0.00181,1.28
"2460",830.403525847942,0.098,0.107,8.388,5.192,6.482,72.7,1.774,-1.993,0.00608,1.104
"2461",1463.64249614999,0.075,0.179,4.495,5.471,8.066,36.8,1.455,2.176,0.00455,2.921
"2462",1333.34737829864,0.102,0.198,1.943,9.661,4.369,78.1,3.173,1.859,0.00879,2.837
"2463",1147.65282929875,0.058,0.111,3.982,6.193,5.924,56.4,3.454,-2.645,0.0099,1.343
"2464",1145.7260644529,0.129,0.039,7.592,1.013,8.494,68.1,3.71,-1.647,0.00809,1.673
"2465",1396.59562706947,0.103,0.132,8.867,7.621,7.718,62.5,2.604,2.739,0.00264,1.971
"2466",904.042173177004,0.079,0.133,1.833,7.151,8.609,6.6,1.826,-2.804,0.00468,2.782
"2467",932.144277961925,0.039,0.087,0.634,1.579,4.616,99.8,3.942,-0.452,0.00745,2.013
"2468",1430.11982250027,0.181,0.012,9.731,4.254,6.574,84.2,0.838,2.356,0.0021,2.523
"2469",1108.4404620342,0.179,0.02,2.558,5.875,3.953,53.4,0.632,-0.101,0.00868,1.682
"2470",752.300564665347,0.133,0.077,5.158,6.456,5.792,6.6,3.597,-1.568,0.00067,1.371
"2471",989.596104249358,0.055,0.071,1.598,3.557,0.794,31.6,3.365,2.765,0.00665,1.852
"2472",683.09365445748,0.109,0.036,6.224,2.797,4.33,96.1,2.797,2.854,0.00822,2.112
"2473",1177.08126734942,0.152,0.157,4.222,9.75,3.451,76.5,0.387,1.777,0.00112,2.057
"2474",1236.25494563021,0.101,0.081,0.934,6.634,1.604,42.7,3.107,0.23,0.00194,1.314
"2475",1039.40351074561,0.078,0.154,0.145,6.351,2.759,74.7,0.259,0.198,0.00507,2.408
"2476",1346.30638943054,0.116,0.034,7.056,5.888,7.515,70,3.823,-0.686,0.00751,1.213
"2477",1380.51599054597,0.101,0.107,5.958,4.492,7.235,2.4,2.526,-2.596,0.00102,1.402
"2478",502.934314543381,0.166,0.028,1.963,6.953,7.939,15.1,2.376,-1.303,0.00963,1.405
"2479",739.448157371953,0.199,0.043,7.001,4.36,5.368,22.1,1.111,2.76,0.00184,1.217
"2480",1363.26668248512,0.191,0.057,7.002,4.535,2.709,38.1,0.125,-0.331,0.00032,1.037
"2481",1024.91905190982,0.168,0.151,9.62,0.231,2.854,17.5,1.362,2,0.0078,1.315
"2482",1482.1056118235,0.066,0.2,8.797,9.003,2.278,38.7,3.056,-1.227,0.00016,1.61
"2483",1042.21355682239,0.069,0.199,3.262,0.932,8.77,16.6,0.21,-1.669,0.00152,2.629
"2484",985.468961996958,0.051,0.193,9.975,4.033,6.403,18.7,3.22,1.31,0.00462,2.606
"2485",1080.18656610511,0.069,0.157,0.063,8.412,4.461,35.5,1.074,2.428,0.00801,2.721
"2486",1436.46890064701,0.042,0.194,9.125,5.521,1.218,83.9,1.347,1.004,0.00444,1.716
"2487",1485.96664029174,0.195,0.145,1.259,2.499,5.991,56.1,0.07,2.702,0.00431,1.185
"2488",604.606881272048,0.026,0.049,7.407,8.486,2.596,67.3,3.958,-0.06,0.00254,1.634
"2489",1064.30862750858,0.079,0.016,5.847,1.55,5.727,41,3.553,-2.806,0.00911,1.844
"2490",783.054565545171,0.077,0.058,3.944,6.029,8.575,2.4,2.032,-2.075,0.00251,1.226
"2491",1266.99236803688,0.107,0.079,7.607,3.597,7.359,35.1,0.727,-2.786,0.00198,1.292
"2492",661.683799698949,0.108,0.026,0.777,4.389,7.369,59.3,1.256,2.075,0.00652,1.203
"2493",926.404872909188,0.014,0.122,2.025,5.698,4.62,66.4,0.291,-1.047,0.0038,2.676
"2494",911.258955253288,0.154,0.07,0.083,9.762,1.222,8.6,0.268,2.278,0.00264,2.767
"2495",1388.90020851977,0.113,0.176,3.463,7.985,5.21,47.5,2.52,-2.491,0.00463,2.694
"2496",1206.75189024769,0.141,0.033,1.467,6.659,5.82,96.9,0.745,-1.52,0.00776,1.951
"2497",794.549107784405,0.068,0.019,0.293,6.665,1.859,19.8,1.924,0.173,0.00472,2.853
"2498",1476.94563423283,0.076,0.176,4.753,1.163,9.229,87.3,1.375,0.112,0.00571,2.172
"2499",558.160120155662,0.045,0.085,5.132,5.238,3.161,16.5,3.219,-2.838,0.00237,1.249
"2500",1043.89189719222,0.086,0.06,1.962,7.57,3.064,10.2,1.435,-2.596,0.00648,1.662
"2501",1139.75054770708,0.141,0.043,6.232,0.563,9.684,95.4,0.676,0.631,0.00488,1.374
"2502",1419.87336031161,0.065,0.057,1.904,2.524,5.483,19.1,1.671,1.374,0.00011,1.383
"2503",947.905782610178,0.041,0.159,4.48,8.822,9.848,92,0.187,0.709,0.00909,1.052
"2504",989.227315410972,0.021,0.122,4.15,9.978,7.06,52.6,3.692,0.718,0.00972,1.855
"2505",929.739463608712,0.094,0.024,8.943,0.113,1.94,48.5,2.172,-2.415,0.00037,2.376
"2506",1306.68726866134,0.041,0.156,6.926,0.933,8.088,57.5,1.357,1.88,0.00163,2.252
"2507",619.347450556234,0.038,0.174,9.847,9.562,3.899,9.6,0.658,-2.328,0.00764,1.677
"2508",846.957350615412,0.163,0.166,3.677,8.212,5.419,19.2,0.429,-2.237,0.00393,2.868
"2509",814.699882874265,0.2,0.05,3.889,7.375,7.325,9.6,3.036,-2.995,0.00032,1.922
"2510",570.006589172408,0.15,0.102,3.4,9.728,8.625,3.8,1.326,-1.857,0.00069,2.792
"2511",771.186168072745,0.129,0.043,4.256,2.831,9.037,30.8,3.818,0.354,0.00099,1.111
"2512",722.263919888064,0.085,0.021,7.414,6.49,2.239,36,3.432,0.965,0.00047,2.446
"2513",1350.55128717795,0.154,0.148,2.652,3.352,1.218,65.6,1.89,-0.077,0.00537,2.197
"2514",1491.09457456507,0.039,0.097,5.238,5.675,9.375,62.4,1.876,1.753,0.00268,1.877
"2515",1370.49179174937,0.024,0.072,3.385,3.929,5.329,81.9,1.748,-0.464,0.00819,1.815
"2516",1261.70268817805,0.03,0.068,1.342,8.052,0.075,5.8,0.272,-2.98,0.00164,1.469
"2517",537.447234382853,0.157,0.141,7.433,8.706,6.479,68.6,2.42,0.381,0.00313,1.419
"2518",1135.07520058192,0.021,0.175,7.697,3.772,0.045,48.5,3.324,2.198,0.00986,2.759
"2519",882.207494229078,0.05,0.176,2.695,4.142,5.9,0.3,3.325,2.831,0.00622,2.871
"2520",511.208737036213,0.076,0.081,3.962,4.365,8.524,75.5,2.986,0.307,0.00035,2.002
"2521",538.822507951409,0.056,0.043,7.813,0.823,8.533,28.8,0.356,-1.57,0.00615,1.465
"2522",1241.8444363866,0.093,0.136,3.355,4.088,8.467,35.2,0.795,-1.432,0.00119,1.62
"2523",886.125199729577,0.151,0.188,7.017,4.089,4.997,62,3.027,-0.345,0.00512,2.676
"2524",1383.13321326859,0.198,0.19,0.156,2.029,8.251,74,0.989,1.454,0.00314,2.891
"2525",724.548078142107,0.018,0.071,6.094,1.818,7.387,49.6,2.718,0.097,0.00416,2.673
"2526",961.214287206531,0.138,0.017,6.813,2.973,5.753,70.6,0.412,1.111,0.00616,2.651
"2527",713.966217823327,0.182,0.048,8.34,1.099,0.526,62.2,3.233,-0.739,0.00354,2.325
"2528",943.097841460258,0.183,0.011,6.891,3.189,0.672,36.8,1.593,2.673,0.00961,2.673
"2529",550.011229934171,0.107,0.098,6.055,8.493,1.836,52.6,3.136,-1.49,0.00723,1.236
"2530",705.958436708897,0.194,0.03,1.296,4.005,3.499,28.5,2.959,2.569,0.00464,1.067
"2531",512.29837583378,0.127,0.023,1.822,7.839,1.701,16.2,0.698,-2.359,0.00526,2.67
"2532",547.456724802032,0.031,0.111,7.281,0.694,4.954,80.4,3.532,-2.535,0.00646,2.134
"2533",1372.53304780461,0.191,0.12,2.181,3.86,7.581,65.3,2.694,1.212,0.00143,1.231
"2534",1019.46842670441,0.044,0.043,5.645,5.943,5.742,84.3,3.647,-0.76,0.00813,2.927
"2535",1036.5375073161,0.169,0.044,2.95,1.129,8.051,91.9,0.977,1.299,0.00344,1.021
"2536",1038.9736359939,0.141,0.048,6.649,1.446,8.391,68,3.362,-0.292,0.00936,1.364
"2537",1137.93050404638,0.105,0.021,5.473,5.606,8.453,26.1,3.548,2.043,0.00139,2.051
"2538",834.629874676466,0.042,0.18,7.581,9.323,2.168,3.6,3.28,-1.192,0.00648,2.25
"2539",1204.4622770045,0.199,0.013,0.502,6.498,4.438,56.2,3.397,-1.261,0.00467,1.975
"2540",1092.34693367034,0.195,0.114,8.143,7.285,0.244,11.2,3.59,2.837,0.00045,1.927
"2541",1453.77186872065,0.151,0.054,2.794,9.876,1.468,19.5,2.132,0.328,0.00804,2.455
"2542",678.772823419422,0.146,0.03,3.377,8.879,3.644,43.5,1.501,-2.273,0.00598,2.014
"2543",887.178122531623,0.012,0.183,1.992,0.807,3.355,90.9,1.875,-2.338,0.00049,1.06
"2544",743.049609707668,0.096,0.183,3.761,8.535,0.174,58,2.119,-0.637,0.00497,1.324
"2545",1397.83536107279,0.155,0.087,1.035,3.641,2.379,15,2.399,-2.049,0.00512,2.862
"2546",627.94166430831,0.054,0.184,3.894,1.179,0.392,48.2,3.541,-2.806,0.00779,1.162
"2547",1480.96706159413,0.104,0.093,4.443,3.449,0.022,68,1.705,-0.606,0.00744,2.677
"2548",1373.49417270161,0.111,0.132,5.632,5.084,7.549,25.7,0.15,1.97,0.00805,1.513
"2549",1245.79713959247,0.023,0.185,8.949,7.981,1.387,33.8,0.426,2.658,0.003,2.075
"2550",1229.21090363525,0.031,0.12,7.558,4.303,7.67,47.1,2.958,-0.545,0.00248,1.643
"2551",915.168990148231,0.018,0.086,1.073,7.661,8.073,17.6,1.823,-1.277,0.00254,1.436
"2552",1268.19686847739,0.021,0.055,0.172,1.252,1.706,2.8,2.553,-1.102,0.00934,2.156
"2553",1058.68652136996,0.125,0.096,8.156,9.435,3.485,10.7,0.301,-2.744,0.00946,2.114
"2554",717.894925735891,0.052,0.021,4.69,9.069,1.767,1.4,0.617,1.214,0.00653,1.379
"2555",591.021184576675,0.189,0.06,7.853,3.512,5.035,62.9,2.398,-0.713,0.00023,1.748
"2556",1219.80553609319,0.191,0.082,4.663,5.942,7.074,8.5,1.877,-1.214,0.00063,1.791
"2557",1273.02583889104,0.119,0.066,4.896,2.747,6.27,98.6,2.837,0.278,0.00464,1.242
"2558",806.136177154258,0.09,0.125,6.798,3.042,4.963,36,0.614,-0.881,0.00678,2.03
"2559",1452.79755606316,0.146,0.041,5.292,2.273,3.908,41.2,3.829,2.812,0.00912,1.821
"2560",1406.11870749854,0.059,0.114,2.728,7.997,2.017,76.4,2.483,-2.201,0.00221,2.809
"2561",936.079912586138,0.177,0.024,1.262,3.704,8.906,40.4,0.918,-0.392,0.00935,1.259
"2562",1096.04861633852,0.123,0.071,2.592,1.363,9.951,19,0.387,-1.311,0.00836,1.87
"2563",1204.37333895825,0.104,0.108,0.241,7.556,7.993,91.9,0.027,1.795,0.00578,2.61
"2564",1236.73285287805,0.038,0.102,6.184,3.11,5.118,43.1,3.793,0.332,0.00579,2.121
"2565",874.53587516211,0.107,0.154,6.279,1.913,3.317,97.9,1.966,2.208,0.00147,2.823
"2566",1000.47378544696,0.174,0.168,9.55,8.82,5.007,26.2,3.763,1.273,0.00392,2.667
"2567",1045.30221689492,0.075,0.078,4.986,1.596,7.437,79.8,2.712,-1.489,0.0038,1.155
"2568",745.756454067305,0.194,0.196,0.791,5.327,4.386,74.1,0.786,0.323,0.00802,1.498
"2569",539.54042494297,0.075,0.13,1.746,2.381,7.881,46.2,1.584,-0.587,0.00592,2.266
"2570",691.334164235741,0.103,0.111,6.172,2.323,3.063,72.6,1.07,1.489,0.00504,2.88
"2571",1362.79828497209,0.138,0.086,7.241,4.412,4.698,0.2,1.597,-2.679,0.00072,1.791
"2572",851.758699631318,0.055,0.15,6.888,9.534,9.04,32.1,1.107,-0.725,0.00312,1.826
"2573",1219.41198408604,0.091,0.158,0.768,0.134,5.353,19.9,3.418,1.983,0.00736,2.802
"2574",1464.69540847465,0.084,0.073,2.915,0.612,2.207,31.9,1.093,0.363,0.00092,2.497
"2575",1041.98003700003,0.14,0.102,2.677,6.536,9.062,68.3,1.86,-0.531,0.00934,2.866
"2576",1205.52865206264,0.144,0.083,7.566,6.17,6.633,43.5,3.363,0.288,0.00827,1.498
"2577",750.146685400978,0.064,0.129,6.287,2.155,1.731,49.2,0.707,1.774,0.00186,1.957
"2578",1433.17445926368,0.174,0.129,8.669,4.02,6.634,81.5,3.529,-1.997,0.0042,2.202
"2579",794.803517637774,0.057,0.175,6.999,0.373,9.047,30,1.365,0.956,0.00654,2.783
"2580",1379.21209051274,0.168,0.047,4.818,3.929,2.024,69.6,1.044,-1.825,0.00364,2.186
"2581",696.77087944001,0.153,0.192,8.145,5.683,8.8,59.9,1.002,0.781,0.00919,1.7
"2582",1047.89678333327,0.015,0.1,3.016,0.324,2.541,85.1,1.591,1.839,0.0069,2.853
"2583",651.700837770477,0.161,0.126,2.056,4.695,2.761,20.5,0.301,2.453,0.00317,2.863
"2584",695.439049042761,0.162,0.134,1.467,4.687,5.844,55.6,2.536,0.005,0.00571,1.27
"2585",1310.94513577409,0.024,0.195,3.405,8.93,0.329,55.6,0.34,-1.962,0.00966,1.873
"2586",665.081186452881,0.109,0.053,8.037,1.764,9.904,54.9,0.792,0.852,0.00343,1.092
"2587",550.180281046778,0.099,0.047,0.26,6.933,0.401,16.4,0.892,-2.297,0.00601,2.8
"2588",1145.88711108081,0.159,0.064,4.139,3.153,5.15,10.1,0.742,1.097,0.00873,1.245
"2589",1057.29845887981,0.046,0.145,3.643,8.775,6.03,67.2,0.754,2.032,0.0055,1.967
"2590",802.134990459308,0.154,0.057,8.019,5.884,6.548,16.6,3.789,1.593,0.00209,2.419
"2591",1281.4671525266,0.073,0.148,6.666,5.581,0.129,20.9,1.678,2.906,0.00897,1.309
"2592",1400.73374425992,0.182,0.086,7.545,5.295,8.245,31.2,0.47,-2.013,0.00104,2.362
"2593",1154.8688528128,0.122,0.161,2.143,1.488,7.384,40,3.041,1.214,0.00073,2.685
"2594",1117.70653654821,0.095,0.144,1.247,5.875,7.306,99.2,2.226,-2.419,0.00494,2.564
"2595",993.536298163235,0.14,0.172,8.893,0.093,5.28,16.9,3.052,1.578,0.00376,1.385
"2596",1371.21905037202,0.03,0.176,9.057,0.917,5.115,48.3,3.66,1.226,0.00601,2.938
"2597",1378.23367048986,0.194,0.087,2.867,6.028,9.323,77.5,1.878,-1.067,0.00444,2.12
"2598",1201.68679812923,0.193,0.155,8.367,2.059,3.512,39.9,0.104,1.224,0.00446,1.709
"2599",1032.78185729869,0.046,0.173,3.657,8.272,0.498,36.1,1.259,-2.559,0.0016,2.667
"2600",1072.65478186309,0.152,0.121,4.886,8.97,8.385,72.4,1.927,-2.975,0.00712,1.816
"2601",674.635862000287,0.064,0.189,4.273,3.289,1.993,41.1,1.802,2.092,0.0082,1.865
"2602",769.642696715891,0.137,0.082,5.949,3.117,1.794,78.5,2.937,1.346,0.00667,2.306
"2603",1495.84601167589,0.082,0.031,8.971,4.932,6.582,57.1,0.157,1.828,0.0018,2.118
"2604",901.567596709356,0.035,0.042,9.159,4.732,8.021,81.9,1.252,1.383,0.0012,2.257
"2605",1153.7142151501,0.06,0.173,6.594,5.644,3.543,56.9,3.633,-2.71,0.00198,2.711
"2606",710.846299305558,0.199,0.065,9.452,7.179,3.798,95.4,3.971,1.059,0.00923,1.28
"2607",1300.49175466411,0.04,0.075,4.408,0.32,0.887,10.2,2.042,-2.175,0.00819,1.805
"2608",1354.30743964389,0.127,0.176,5.324,5.713,8.764,47.9,2.789,1.474,0.00089,1.672
"2609",1103.00990473479,0.1,0.04,5.614,6.927,0.197,6.8,3.081,1.79,0.00105,2.425
"2610",1422.98977286555,0.064,0.03,3.928,1.642,0.565,39.3,3.653,1.488,0.00229,2.319
"2611",1490.88464095257,0.122,0.161,7.353,5.243,6.24,19.6,3.076,1.875,0.00334,2.125
"2612",854.146575089544,0.182,0.054,1.427,2.255,3.819,34.5,3.994,-2.932,0.00752,2.816
"2613",885.787223931402,0.052,0.187,0.004,2.845,8.752,14.6,1.741,-1.721,0.00799,1.784
"2614",1082.91957061738,0.018,0.029,3.558,8.348,8.449,51.5,0.602,2.153,0.00217,1.353
"2615",1482.17067634687,0.067,0.012,2.776,7.161,0.166,11.9,0.857,2.262,0.00648,1.565
"2616",1076.52892824262,0.099,0.087,3.104,8.31,9.556,41.8,2.698,-1.574,0.00126,1.91
"2617",1143.74261838384,0.052,0.048,5.324,4.368,3.542,33.4,3.447,0.746,0.008,1.907
"2618",506.838418077677,0.128,0.061,3.774,3.909,0.646,57.5,2.348,2.821,0.00965,2.332
"2619",583.309127716348,0.05,0.017,8.412,0.928,4.618,75.6,3.035,2.372,0.00855,2.521
"2620",885.276291519403,0.056,0.084,5.346,2.997,5.02,58,2.989,2.465,0.00017,2.77
"2621",1407.58592705242,0.021,0.062,1.83,7.719,3.747,83.9,3.907,-1.757,0.00047,2.311
"2622",1005.4515786469,0.148,0.188,9.645,2.093,1.266,58.1,3.133,-0.374,0.00105,1.448
"2623",780.854246579111,0.069,0.176,5.54,1.032,3.966,43.6,2.069,2.926,0.00611,2.96
"2624",896.900690859184,0.155,0.1,8.744,0.935,0.864,93.8,2.922,-2.831,5e-04,2.846
"2625",1243.51675529033,0.148,0.177,7.363,7.979,9.6,67.1,3.423,0.705,0.00759,1.424
"2626",943.917974829674,0.184,0.032,5.491,1.855,5.997,61,1.918,-0.205,0.008,2.274
"2627",1105.00342352316,0.082,0.191,8.718,6.75,1.03,89.6,2.683,-0.349,0.00577,2.496
"2628",587.292293319479,0.085,0.096,4.48,4.357,0.6,58,0.769,2.391,0.00651,1.716
"2629",1484.70462136902,0.057,0.042,0.621,6.972,0.011,25.4,2.149,-1.128,0.00683,2.728
"2630",1425.59881159104,0.13,0.172,7.956,7.841,9.912,54,1.698,-0.813,0.00893,2.066
"2631",1399.27709847689,0.03,0.09,9.38,0.726,2.202,76.6,2.62,-2.144,0.00375,2.24
"2632",1328.50587833673,0.2,0.05,8.111,9.964,1.182,8.4,3.358,0.626,0.00748,2.666
"2633",721.384445670992,0.077,0.032,9.697,9.13,1.217,65.3,2.958,-2.213,0.00062,2.705
"2634",782.225954579189,0.183,0.092,0.309,3.805,4.431,13,2.072,-0.211,0.00209,2.018
"2635",626.543078338727,0.19,0.012,0.717,6.783,3.753,8.2,0.227,0.647,0.00936,1.379
"2636",649.786278605461,0.095,0.187,1.929,2.638,7.541,57.9,1.15,-1.548,0.00426,1.854
"2637",733.96140919067,0.158,0.088,4.301,3.842,0.475,52.4,2.091,-0.321,0.00049,1.605
"2638",1182.96802532859,0.153,0.193,0.398,7.981,5.373,10.3,2.116,2.127,0.00731,2.306
"2639",1262.73056352511,0.139,0.042,5.975,5.844,8.133,8.1,0.57,2.039,0.00697,1.154
"2640",1406.80142608471,0.199,0.031,2.252,9.832,9.613,92.9,2.812,2.547,0.00782,2.522
"2641",1138.94488592632,0.018,0.104,4.416,3.639,4.222,10.8,0.795,-2.721,0.00333,2.809
"2642",1484.74493692629,0.098,0.102,9.017,9.966,8.118,28.9,3.923,-0.996,0.00209,2.221
"2643",772.664053365588,0.02,0.088,9.255,4.465,2.558,57.3,1.473,1.882,0.00864,2.099
"2644",1327.12438725866,0.072,0.074,8.885,5.761,9.893,12.9,3.347,2.155,0.00619,1.353
"2645",561.756910057738,0.018,0.025,1.364,9.988,5.9,36.8,3.558,-1.102,0.00671,2.473
"2646",1317.14252056554,0.173,0.196,1.104,4.539,1.989,56,0.841,1.712,0.00872,1.55
"2647",621.644427301362,0.124,0.134,0.981,1.937,9.131,42.8,1.996,0.602,0.00242,1.279
"2648",1107.06564155407,0.173,0.081,2.636,6.399,5.444,51.3,2.434,1.012,0.00937,2.46
"2649",1379.18629241176,0.153,0.027,6.085,8.744,4.114,29.9,2.815,-0.216,0.00525,1.724
"2650",1494.54904464073,0.036,0.11,1.141,5.615,8.186,4.2,3.008,-0.85,0.00232,1.82
"2651",882.19109037891,0.064,0.065,0.046,5.49,7.017,72.6,0.936,2.169,0.00448,2.654
"2652",1034.23115587793,0.044,0.196,9.232,4.898,1.492,2.7,1.224,0.872,0.00317,1.378
"2653",510.339802131057,0.041,0.124,9.431,6.277,1.825,98.1,0.967,-2.029,0.00777,1.629
"2654",1363.24031837285,0.101,0.146,9.378,7.601,5.069,35,0.56,2.08,0.00222,1.489
"2655",1323.07721441612,0.108,0.036,0.978,4.722,2.993,20.1,2.842,-2.553,0.00613,2.458
"2656",1097.09404222667,0.045,0.016,3.2,5.877,3.128,54,1.587,-0.887,0.006,1.98
"2657",1319.48224664666,0.067,0.193,9.64,6.426,5.493,63.6,3.404,1.866,0.00687,1.53
"2658",932.473197346553,0.144,0.105,0.964,2.248,7.265,58.7,1.171,-2.666,0.00612,1.376
"2659",517.124824924394,0.054,0.072,8.437,3.127,0.982,14.4,3.11,1.138,0.00316,1.563
"2660",974.027190823108,0.166,0.164,8.832,5.043,1.677,17.2,1.838,0.026,0.00629,1.798
"2661",579.778286395594,0.162,0.187,0.989,0.106,2.961,95.9,2.644,1.616,0.00624,2.416
"2662",805.940237361938,0.079,0.038,6.918,7.772,3.311,26.9,0.369,0.046,0.00952,1.905
"2663",1243.0946782697,0.053,0.176,2.378,7.708,7.149,27.4,2.129,-0.418,0.00112,2.409
"2664",1028.51016027853,0.056,0.168,7.436,7.282,9.116,9.3,2.814,-1.51,0.00203,2.284
"2665",1036.80664487183,0.054,0.123,2.573,8.728,9.232,11.1,0.267,2.602,0.00917,2.707
"2666",518.471762072295,0.152,0.056,9.349,0.446,6.35,13.4,3.488,-0.987,0.00527,2.13
"2667",1142.49778329395,0.106,0.112,3.675,2.485,8.085,95.5,1.798,-1.435,0.00072,1.431
"2668",1376.52006116696,0.093,0.186,9.059,2.371,3.788,77.5,2.777,-2.564,0.00566,1.107
"2669",748.575179837644,0.037,0.181,2.785,9.089,8.637,60.6,1.43,-0.501,0.00397,2.226
"2670",879.292855039239,0.126,0.05,8.512,5.102,2.417,54.6,1.463,-2.74,0.00325,1.672
"2671",1466.86329040676,0.184,0.196,0.759,6.16,7.799,47.9,0.404,1.881,0.00571,1.749
"2672",1438.67528066039,0.158,0.115,0.145,9.003,4.852,82.2,0.454,-0.817,0.0022,1.828
"2673",1246.81119411252,0.186,0.028,3.382,4.622,5.741,21.3,1.598,-0.994,0.00587,1.432
"2674",534.610491013154,0.126,0.115,0.349,2.725,1.395,26,3.163,-1.771,0.00545,2.429
"2675",969.582154648378,0.08,0.048,2.311,6.761,4.049,66.8,1.798,1.251,0.00936,2.995
"2676",790.278231957927,0.094,0.127,3.614,3.984,0.358,28.2,0.193,-0.699,0.00066,1.312
"2677",816.482753958553,0.152,0.134,5.151,7.101,7.492,53.8,3.179,-2.79,0.00199,1.255
"2678",724.214973393828,0.025,0.03,7.402,1.399,0.681,39.3,1.989,1.149,0.00075,1.642
"2679",967.014038003981,0.11,0.157,6.776,2.657,9.646,87.4,3.654,2.905,0.00605,1.316
"2680",1157.9002737999,0.099,0.18,3.6,8.026,5.266,21.6,0.593,-1.469,0.00672,1.576
"2681",1472.22685278393,0.135,0.113,1.343,4.117,3.252,95.1,0.048,0.08,0.00294,1.893
"2682",953.75204901211,0.118,0.048,6.803,2.935,7.599,52.1,2.611,-0.134,0.00704,2.083
"2683",938.212017528713,0.145,0.057,9.287,9.29,7.08,13.2,3.786,1.286,0.00654,2.906
"2684",1473.57388120145,0.169,0.011,1.167,0.055,1.982,59.1,2.684,0.42,0.0028,2.798
"2685",677.900178590789,0.028,0.133,7.453,9.082,6.469,15,2.591,-1.021,0.00132,1.374
"2686",502.530988305807,0.161,0.131,0.145,8.968,1.523,91.8,3.25,2.939,0.00479,1.218
"2687",799.832549178973,0.036,0.119,7.196,5.333,1.596,38.7,0.942,1.561,0.00246,1.371
"2688",1456.0846502427,0.037,0.05,0.289,8.541,9.672,35,0.307,0.748,0.00163,1.072
"2689",959.789036074653,0.089,0.064,1.92,6.048,8.899,23.8,2.337,2.441,0.00805,1.234
"2690",619.020878802985,0.06,0.175,3.384,4.37,3.245,53.2,0.729,-0.677,0.00902,1.041
"2691",1310.68270374089,0.023,0.144,3.623,5.896,6.482,56.9,2.9,1.173,0.00608,2.316
"2692",976.226893952116,0.175,0.094,9.207,1.895,8.017,22,2.148,-2.078,0.00686,2.713
"2693",735.168873798102,0.123,0.063,1.78,6.299,1.782,83.3,0.161,0.687,0.00537,1.134
"2694",931.331827770919,0.05,0.026,2.868,6.706,8.765,88,2.034,2.172,0.00275,2.079
"2695",1026.30872093141,0.013,0.042,0.83,7.335,2.479,45.3,0.378,1.989,0.00708,1.433
"2696",883.318984182552,0.189,0.154,0.636,7.846,1.963,19.6,2.969,-1.202,0.00717,2.917
"2697",1259.91050805897,0.058,0.145,5.188,4.294,9.352,7.6,0.137,0.297,0.00899,2.013
"2698",668.23585703969,0.159,0.022,4.866,6.587,0.315,35.6,3.902,2.999,0.00519,2.062
"2699",1371.99957109988,0.132,0.148,2.668,3.352,8.444,73.4,3.719,-2.863,0.00346,2.627
"2700",1465.9146561753,0.14,0.111,4.185,5.555,1.14,71.1,1.142,-2.012,0.00492,2.456
"2701",805.191156920046,0.196,0.097,5.492,3.733,8.732,16.7,1.844,-0.222,0.0016,2.417
"2702",1076.60068804398,0.014,0.122,0.626,2.066,5.928,60.2,1.551,2.134,0.00445,1.634
"2703",1058.54934197851,0.044,0.147,4.184,0.158,1.51,82.3,1.428,2.223,0.00315,2
"2704",1412.88808640093,0.184,0.12,3.476,4.496,9.416,93.9,1.365,1.31,0.00894,1.124
"2705",1182.40069644526,0.14,0.132,4.918,8.864,5.419,0.3,1.576,-0.078,0.00424,2.694
"2706",988.816829398274,0.182,0.191,8.242,8.971,8.892,8.4,2.661,0.136,0.00728,1.507
"2707",1350.59349215589,0.196,0.18,7.767,7.058,5.986,37.5,3.737,2.253,0.00234,2.137
"2708",1168.55116840452,0.19,0.066,0.906,4.451,2.885,38.4,0.879,2.98,0.0021,1.303
"2709",786.699181422591,0.194,0.085,4.624,9.34,8.66,99.1,2.161,2.151,0.00749,1.714
"2710",540.318954968825,0.041,0.063,3.074,2.496,4.944,92.6,0.752,-1.475,0.00535,1.126
"2711",932.482005795464,0.142,0.198,7.716,4.36,8.295,54.4,2.045,-2.363,0.00876,2.814
"2712",1417.71437600255,0.026,0.139,1.247,3.821,8.357,29.2,0.51,1.002,0.00589,1.54
"2713",1172.60577902198,0.122,0.129,8.042,9.632,2.618,93.2,1.295,1.956,0.00566,1.964
"2714",711.433592718095,0.166,0.176,7.307,5.222,9.261,14.4,2.627,2.319,0.00345,2.794
"2715",759.455209830776,0.163,0.163,4.046,4.213,1.413,39.4,2.453,-2.054,0.00098,1.066
"2716",1473.89499656856,0.07,0.163,3.907,1.282,2.778,90.8,0.368,0.871,0.00461,1.556
"2717",566.729258978739,0.195,0.108,2.402,3.154,3.509,3.2,3.698,-0.114,0.00202,2.377
